ID,Gender,Skin Tone,Context,Instruction,StylePref,Output
114,Female,White,Style Query,What would be a chic ensemble to pair with a sky blue wrap top for a shopping spree?,Trendy and comfortable,Here are some ideas for a chic ensemble with a sky blue wrap top for a shopping spree: 1. White wide-leg trousers and block-heeled sandals. 2. Mustard yellow A-line skirt and flats. 3. Coral skinny jeans and espadrilles. 4. Navy blue shorts and slip-on sneakers.
115,Male,Dark,Style Query,How to style a plum-colored dress shirt for a business meeting?,Professional and refined,Here are some ideas for styling a plum-colored dress shirt for a business meeting: 1. Charcoal gray suit light blue silk tie and black dress shoes. 2. Navy blue blazer gray dress pants and brown oxford shoes. 3. Black pinstripe suit white dress shirt and burgundy silk tie. 4. Olive green dress pants white shirt and tan loafers.
116,Female,Dark,Style Query,What's a cozy outfit to pair with a chestnut brown cardigan for a winter stroll?,Warm and stylish,Here are some ideas for a cozy outfit with a chestnut brown cardigan for a winter stroll: 1. Burgundy knit sweater black jeans knee-high boots and a wool coat. 2. Forest green turtleneck plaid skirt tights and ankle boots. 3. Charcoal gray oversized cardigan skinny jeans a beanie and lace-up boots. 4. Navy blue puffer jacket white turtleneck jeans and snow boots.
117,Male,Tan,Style Query,Recommend an outfit that complements an ochre-colored polo shirt for a weekend barbecue,Relaxed and casual,Here are some ideas for an outfit that complements an ochre-colored polo shirt for a weekend barbecue: 1. Light khaki cargo shorts and slip-on sandals. 2. Olive green chino pants and loafers. 3. Dark denim jeans and white sneakers. 4. Tan shorts and boat shoes.
118,Male,Dark,Style Query,What's a modern ensemble to match with a wine-red Henley shirt for a casual hangout?,Stylish and urban,Here are some ideas for a modern ensemble with a wine-red Henley shirt for a casual hangout: 1. Black distressed denim jeans and Chelsea boots. 2. Gray jogger pants and high-top sneakers. 3. Navy blue chino shorts and canvas slip-on shoes. 4. Charcoal gray bomber jacket dark jeans and sporty sneakers.
119,Female,Pale,Style Query,Suggest a stylish outfit to go with a powder blue blazer for a gallery opening,Chic and artsy,Listed below are some ideas for a stylish outfit with a powder blue blazer for a gallery opening: 1. Burgundy wide-leg trousers and block-heeled sandals. 2. Navy blue midi dress and pointed-toe flats. 3. Charcoal gray pencil skirt and ankle boots. 4. Tan tailored jumpsuit and heeled boots.
120,Male,Tan,Style Query,I have a burgundy dress shirt what trousers and shoes can complement it for a formal event?,Classic and sophisticated,Here are some suggestions for a classic and sophisticated outfit with a burgundy dress shirt for a formal event: 1. Charcoal gray tailored trousers and black leather oxford shoes. 2. Navy blue dress pants and brown leather dress shoes. 3. Beige suit trousers and tan double monk-strap shoes. 4. Black wool trousers and patent leather black dress shoes.
121,Female,Dark,Style Query,What would be a stylish skirt option for a mustard yellow turtleneck sweater?,Chic and trendy,Here are some suggestions for a chic and trendy skirt option with a mustard yellow turtleneck sweater: 1. Black faux leather mini skirt and ankle boots. 2. Navy blue pleated midi skirt and pointed-toe flats. 3. Burgundy A-line skirt and knee-high boots. 4. Forest green pencil skirt and heeled boots.
122,Male,Olive,Style Query,I own a teal blazer what shirt and tie combination is suitable for a business conference?,Sharp and professional,Here are some suggestions for a sharp and professional shirt and tie combination with a teal blazer for a business conference: 1. White dress shirt and a navy blue silk tie. 2. Light gray button-down shirt and a burgundy striped tie. 3. Pale blue dress shirt and a patterned gray tie. 4. Lavender dress shirt and a navy blue knitted tie.
123,Female,Pale,Style Query,How can I style a coral midi dress for a summer wedding?,Vibrant and elegant,Here are some suggestions for styling a vibrant and elegant coral midi dress for a summer wedding: 1. Nude strappy sandals and a wide-brimmed hat. 2. Gold statement jewelry and metallic block heels. 3. Mint green clutch and white pointed-toe pumps. 4. Floral-printed shawl and nude wedges.
124,Male,Dark,Style Query,I have a navy blue velvet blazer what trousers and shoes can enhance its look for a cocktail party?,Luxurious and sleek,Here are some suggestions for a luxurious and sleek outfit with a navy blue velvet blazer for a cocktail party: 1. Black tailored trousers and patent leather black loafers. 2. Charcoal gray dress pants and brown suede Chelsea boots. 3. Burgundy velvet dress pants and velvet loafers. 4. White chinos and navy blue velvet slip-on shoes.
125,Female,White,Style Query,I own a mint green pencil skirt what top can create a polished look for a business meeting?,Sophisticated and professional,Here are some suggestions for a sophisticated and professional top with a mint green pencil skirt for a business meeting: 1. White silk blouse with a statement necklace. 2. Light gray button-up shirt with a tailored blazer. 3. Pale pink sleeveless blouse with a wide black belt. 4. Ivory cashmere sweater with a gold brooch.
126,Male,Brown,Style Query,What pocket square and tie combo can complement a charcoal gray suit for a wedding?,Elegant and refined,Here are some suggestions for an elegant and refined pocket square and tie combo with a charcoal gray suit for a wedding: 1. Burgundy silk tie and a white linen pocket square. 2. Navy blue knitted tie and a patterned silk pocket square. 3. Black satin tie and a silver silk pocket square. 4. Forest green velvet tie and a cream-colored linen pocket square.
127,Female,Olive,Style Query,I have an olive green jumpsuit what accessories can enhance its appeal for a summer party?,Bohemian and trendy,Here are some suggestions for bohemian and trendy accessories to enhance the appeal of an olive green jumpsuit for a summer party: 1. Tan fringed crossbody bag and layered beaded bracelets. 2. Wide-brimmed floppy hat and strappy gladiator sandals. 3. Wooden statement earrings and a woven clutch. 4. Gold coin necklace and lace-up espadrilles.
128,Male,Tan,Style Query,What shoes can I pair with light gray tailored shorts for a casual outing?,Casual and versatile,Here are some suggestions for casual and versatile shoes to pair with light gray tailored shorts for a casual outing: 1. White canvas sneakers. 2. Tan suede loafers. 3. Navy blue boat shoes. 4. Olive green slip-on espadrilles.
129,Female,Tan,Style Query,I own a maroon wrap dress what shoes can complete the look for a date night?,Sultry and chic,Here are some suggestions for sultry and chic shoes to complete the look of a maroon wrap dress for a date night: 1. Black strappy stiletto heels. 2. Nude pointed-toe pumps. 3. Burgundy velvet ankle boots. 4. Gold block-heeled sandals.
130,Male,Dark,Style Query,What color tie and pocket square should I pair with a sky blue dress shirt and a charcoal gray suit for a formal event?,Classic and timeless,Here are some suggestions for a classic and timeless tie and pocket square combo with a sky blue dress shirt and charcoal gray suit for a formal event: 1. Navy blue silk tie and a white linen pocket square. 2. Burgundy patterned tie and a cream silk pocket square. 3. Black satin tie and a silver silk pocket square. 4. Dark green knitted tie and a patterned silk pocket square.
131,Female,White,Style Query,How can I style a mustard yellow blazer for a creative workshop?,Vibrant and artistic,Here are some suggestions for styling a vibrant and artistic mustard yellow blazer for a creative workshop: 1. Denim skinny jeans and white sneakers. 2. Floral print wide-leg trousers and pointed-toe flats. 3. Black A-line skirt and ankle boots. 4. Olive green culottes and strappy sandals.
132,Male,Olive,Style Query,What shoes go well with khaki cargo pants for a casual day out?,Comfortable and laid-back,Here are some suggestions for comfortable and laid-back shoes to pair with khaki cargo pants for a casual day out: 1. White canvas slip-on sneakers. 2. Tan suede desert boots. 3. Olive green high-top sneakers. 4. Navy blue boat shoes.
133,Female,Dark,Style Query,I have a forest green jumpsuit what accessories can elevate the look for a cocktail party?,Chic and glamorous,Here are some suggestions for chic and glamorous accessories to elevate the look of a forest green jumpsuit for a cocktail party: 1. Gold statement necklace and matching earrings. 2. Black clutch with metallic accents. 3. Rhinestone-embellished belt and strappy heels. 4. Burgundy velvet clutch and hoop earrings.
134,Male,White,Style Query,What color shirt and tie should I wear with a light gray suit for a job interview?,Polished and professional,Here are some suggestions for a polished and professional shirt and tie combo with a light gray suit for a job interview: 1. White dress shirt and a navy blue silk tie. 2. Light blue button-down shirt and a burgundy patterned tie. 3. Pale pink dress shirt and a charcoal gray knitted tie. 4. Lavender dress shirt and a navy blue silk tie.
135,Female,Pale,Style Query,How can I style a peach-colored pencil skirt for a business casual look?,Sophisticated and refined,Here are some suggestions for styling a sophisticated and refined business casual look with a peach-colored pencil skirt: 1. Light gray button-up blouse and nude pumps. 2. Ivory silk camisole and a beige blazer. 3. Striped knit sweater and ankle boots. 4. Pale blue button-down shirt and pointed-toe flats.
136,Male,Dark,Style Query,What shoes can I pair with olive green chinos for a casual gathering?,Stylish and relaxed,Here are some suggestions for stylish and relaxed shoes to pair with olive green chinos for a casual gathering: 1. Tan leather loafers. 2. White canvas sneakers. 3. Dark brown suede desert boots. 4. Navy blue slip-on espadrilles.
137,Female,Olive,Style Query,How can I style a navy blue jumpsuit for a daytime event?,Effortless and chic,Here are some suggestions for creating an effortless and chic look with a navy blue jumpsuit for a daytime event: 1. White sneakers and a denim jacket. 2. Tan wide-brimmed hat and ankle boots. 3. Striped long cardigan and ballet flats. 4. Coral statement necklace and nude block heels.
138,Male,Brown,Style Query,What color shirt can I pair with gray plaid trousers for a semi-formal occasion?,Modern and dapper,Here are some suggestions for a modern and dapper shirt to pair with gray plaid trousers for a semi-formal occasion: 1. Light blue button-down shirt and a navy blue knit tie. 2. Burgundy dress shirt and a patterned silk pocket square. 3. Black dress shirt and a silver tie clip. 4. Charcoal gray dress shirt and a burgundy silk bow tie.
139,Female,White,Style Query,I have a lavender A-line skirt what top can I wear for a casual lunch date?,Feminine and relaxed,Here are some suggestions for a feminine and relaxed top to pair with a lavender A-line skirt for a casual lunch date: 1. White off-shoulder blouse and espadrille wedges. 2. Light gray knitted sweater and ballet flats. 3. Pale pink button-up shirt and ankle boots. 4. Floral-printed camisole and strappy sandals.
140,Male,White,Style Query,What's a cool summer outfit for a barbecue?,Casual and breezy,Here are some suggestions for a casual and breezy summer outfit for a barbecue: 1. Light blue short-sleeve button-down shirt and khaki shorts with boat shoes. 2. White graphic T-shirt olive green cargo shorts and slip-on sneakers. 3. Striped polo shirt navy blue chino shorts and espadrilles. 4. Coral short-sleeve Henley shirt with light gray shorts and canvas sneakers.
